Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty
2765, Longest Alternating Subarray,"['Array', 'Enumeration']",34.40%,FALSE,Easy
2766, Relocate Marbles,"['Array', 'Hash Table', 'Sorting', '1+']",52.20%,FALSE,Medium
2767, Partition String Into Minimum Beautiful Substrings,"['Hash Table', 'String', '2+']",54.00%,FALSE,Medium
2768, Number of Black Blocks,"['Array', 'Hash Table', 'Enumeration']",36.90%,FALSE,Medium
2769, Find the Maximum Achievable Number,['Math'],91.00%,FALSE,Easy
2770, Maximum Number of Jumps to Reach the Last Index,"['Array', 'Dynamic Programming']",31.80%,FALSE,Medium
2771, Longest Non-decreasing Subarray From Two Arrays,"['Array', 'Dynamic Programming']",29.80%,FALSE,Medium
2772, Apply Operations to Make All Array Elements Equal to Zero,"['Array', 'Prefix Sum']",33.40%,FALSE,Medium
2773, Height of Special Binary Tree,"['Tree', 'Depth-First Search', '2+']",72.60%,TRUE,Medium
2774, Array Upper Bound,[],81.90%,TRUE,Easy
2775, Undefined to Null,[],70.00%,TRUE,Medium
2776, Convert Callback Based Function to Promise Based Function,[],92.10%,TRUE,Medium
2777, Date Range Generator,[],81.30%,TRUE,Medium
2778, Sum of Squares of Special Elements,"['Array', 'Enumeration']",81.90%,FALSE,Easy
2779, Maximum Beauty of an Array After Applying Operation,"['Array', 'Binary Search', '2+']",39.00%,FALSE,Medium
2780, Minimum Index of a Valid Split,"['Array', 'Hash Table', 'Sorting']",62.60%,FALSE,Medium
2781, Length of the Longest Valid Substring,"['Array', 'Hash Table', 'String', '1+']",38.10%,FALSE,Hard
2782, Number of Unique Categories,"['Union Find', 'Interactive', 'Counting']",83.10%,TRUE,Medium
2783, Flight Occupancy and Waitlist Analysis,['Database'],37.80%,TRUE,Medium
2784, Check if Array is Good,"['Array', 'Hash Table', 'Sorting']",49.40%,FALSE,Easy
2785, Sort Vowels in a String,"['String', 'Sorting']",81.20%,FALSE,Medium
2786, Visit Array Positions to Maximize Score,"['Array', 'Dynamic Programming']",36.40%,FALSE,Medium
2787, Ways to Express an Integer as Sum of Powers,['Dynamic Programming'],34.20%,FALSE,Medium
2788, Split Strings by Separator,"['Array', 'String']",75.00%,FALSE,Easy
2789, Largest Element in an Array after Merge Operations,"['Array', 'Greedy']",47.50%,FALSE,Medium
2790, Maximum Number of Groups With Increasing Length,"['Array', 'Math', 'Binary Search', '2+']",20.40%,FALSE,Hard
2791, Count Paths That Can Form a Palindrome in a Tree,"['Dynamic Programming', '4+']",48.00%,FALSE,Hard
2792, Count Nodes That Are Great Enough,"['Divide and Conquer', 'Tree', '2+']",58.00%,TRUE,Hard
2793, Status of Flight Tickets,[],75.80%,TRUE,Hard
2794, Create Object from Two Arrays,[],64.00%,TRUE,Easy
2795, Parallel Execution of Promises for Individual Results Retrieval,[],88.40%,TRUE,Medium
2796, Repeat String,[],93.00%,TRUE,Easy
2797, Partial Function with Placeholders,[],89.90%,TRUE,Easy
2798, Number of Employees Who Met the Target,['Array'],87.90%,FALSE,Easy
2799, Count Complete Subarrays in an Array,"['Array', 'Hash Table', 'Sliding Window']",65.90%,FALSE,Medium
2800, Shortest String That Contains Three Strings,"['String', 'Greedy', 'Enumeration']",30.90%,FALSE,Medium
2801, Count Stepping Numbers in Range,"['String', 'Dynamic Programming']",28.60%,FALSE,Hard
2802, Find The K-th Lucky Number,"['Math', 'String', 'Bit Manipulation']",76.70%,TRUE,Medium
2803, Factorial Generator,[],86.40%,TRUE,Easy
2804, Array Prototype ForEach,[],88.60%,TRUE,Easy
2805, Custom Interval,[],82.20%,TRUE,Medium
2806, Account Balance After Rounded Purchase,['Math'],53.40%,FALSE,Easy
2807, Insert Greatest Common Divisors in Linked List,"['Linked List', 'Math', 'Number Theory']",92.30%,FALSE,Medium
2808, Minimum Seconds to Equalize a Circular Array,"['Array', 'Hash Table']",27.20%,FALSE,Medium
2809, Minimum Time to Make Array Sum At Most x,"['Array', 'Dynamic Programming', 'Sorting']",27.20%,FALSE,Hard
2810, Faulty Keyboard,"['String', 'Simulation']",84.30%,FALSE,Easy
2811, Check if it is Possible to Split Array,"['Array', 'Dynamic Programming', 'Greedy']",34.00%,FALSE,Medium
2812, Find the Safest Path in a Grid,"['Array', 'Binary Search', '3+']",48.80%,FALSE,Medium
2813, Maximum Elegance of a K-Length Subsequence,"['Array', 'Hash Table', 'Stack', '3+']",33.30%,FALSE,Hard
2814, Minimum Time Takes to Reach Destination Without Drowning,"['Array', 'Breadth-First Search', 'Matrix']",57.80%,TRUE,Hard
2815, Max Pair Sum in an Array,"['Array', 'Hash Table']",58.90%,FALSE,Easy
2816, Double a Number Represented as a Linked List,"['Linked List', 'Math', 'Stack']",61.50%,FALSE,Medium
2817, Minimum Absolute Difference Between Elements With Constraint,"['Array', 'Binary Search', 'Ordered Set']",34.50%,FALSE,Medium
2818, Apply Operations to Maximize Score,"['Array', 'Math', 'Stack', '3+']",32.80%,FALSE,Hard
2819, Minimum Relative Loss After Buying Chocolates,"['Array', 'Binary Search', 'Sorting', '1+']",49.40%,TRUE,Hard
2820, Election Results,[],66.80%,TRUE,Medium
2821, Delay the Resolution of Each Promise,[],67.70%,TRUE,Medium
2822, Inversion of Object,[],58.30%,TRUE,Easy
2823, Deep Object Filter,[],54.30%,TRUE,Medium
2824, Count Pairs Whose Sum is Less than Target,"['Array', 'Two Pointers', 'Binary Search', '1+']",87.50%,FALSE,Easy
2825, Make String a Subsequence Using Cyclic Increments,"['Two Pointers', 'String']",49.80%,FALSE,Medium
2826, Sorting Three Groups,"['Array', 'Binary Search', '1+']",42.30%,FALSE,Medium
2827, Number of Beautiful Integers in the Range,"['Math', 'Dynamic Programming']",18.70%,FALSE,Hard
2828, Check if a String Is an Acronym of Words,"['Array', 'String']",83.20%,FALSE,Easy
2829, Determine the Minimum Sum of a k-avoiding Array,"['Math', 'Greedy']",61.30%,FALSE,Medium
2830, Maximize the Profit as the Salesman,"['Array', 'Hash Table', 'Binary Search', '2+']",36.80%,FALSE,Medium
2831, Find the Longest Equal Subarray,"['Array', 'Hash Table', 'Binary Search', '1+']",36.10%,FALSE,Medium
2832, Maximal Range That Each Element Is Maximum in It,"['Array', 'Stack', 'Monotonic Stack']",72.20%,TRUE,Medium
2833, Furthest Point From Origin,"['String', 'Counting']",65.20%,FALSE,Easy
2834, Find the Minimum Possible Sum of a Beautiful Array,"['Math', 'Greedy']",37.50%,FALSE,Medium
2835, Minimum Operations to Form Subsequence With Target Sum,"['Array', 'Greedy', 'Bit Manipulation']",32.70%,FALSE,Hard
2836, Maximize Value of Function in a Ball Passing Game,"['Array', 'Dynamic Programming', '1+']",31.50%,FALSE,Hard
2837, Total Traveled Distance,['Database'],76.20%,TRUE,Easy
2838, Maximum Coins Heroes Can Collect,"['Array', 'Two Pointers', 'Binary Search', '2+']",69.70%,TRUE,Medium
2839, Check if Strings Can be Made Equal With Operations I,['String'],47.50%,FALSE,Easy
2840, Check if Strings Can be Made Equal With Operations II,"['Hash Table', 'String', 'Sorting']",56.20%,FALSE,Medium
2841, Maximum Sum of Almost Unique Subarray,"['Array', 'Hash Table', 'Sliding Window']",38.60%,FALSE,Medium
2842, Count K-Subsequences of a String With Maximum Beauty,"['Hash Table', 'Math', 'String', '2+']",29.80%,FALSE,Hard
2843, Count Symmetric Integers,"['Math', 'Enumeration']",74.60%,FALSE,Easy
2844, Minimum Operations to Make a Special Number,"['Math', 'String', 'Greedy', '1+']",38.40%,FALSE,Medium
2845, Count of Interesting Subarrays,"['Array', 'Hash Table', 'Prefix Sum']",35.50%,FALSE,Medium
2846, Minimum Edge Weight Equilibrium Queries in a Tree,"['Array', 'Tree', 'Graph', '1+']",44.70%,FALSE,Hard
2847, Smallest Number With Given Digit Product,"['Math', 'Greedy']",44.10%,TRUE,Medium
2848, Points That Intersect With Cars,"['Array', 'Hash Table', 'Prefix Sum']",75.50%,FALSE,Easy
2849, Determine if a Cell Is Reachable at a Given Time,['Math'],35.70%,FALSE,Medium
2850, Minimum Moves to Spread Stones Over Grid,"['Array', 'Dynamic Programming', '2+']",45.20%,FALSE,Medium
2851, String Transformation,"['Math', 'String', '2+']",30.40%,FALSE,Hard
2852, Sum of Remoteness of All Cells,"['Array', 'Hash Table', '4+']",64.80%,TRUE,Medium
2853, Highest Salaries Difference,['Database'],73.60%,TRUE,Easy
2854, Rolling Average Steps,['Database'],68.20%,TRUE,Medium
2855, Minimum Right Shifts to Sort the Array,['Array'],58.30%,FALSE,Easy
2856, Minimum Array Length After Pair Removals,"['Array', 'Hash Table', 'Two Pointers', '3+']",23.40%,FALSE,Medium
2857, Count Pairs of Points With Distance k,"['Array', 'Hash Table', 'Bit Manipulation']",32.30%,FALSE,Medium
2858, Minimum Edge Reversals So Every Node Is Reachable,"['Dynamic Programming', '3+']",58.20%,FALSE,Hard
2859, Sum of Values at Indices With K Set Bits,"['Array', 'Bit Manipulation']",86.80%,FALSE,Easy
2860, Happy Students,"['Array', 'Sorting', 'Enumeration']",52.60%,FALSE,Medium
2861, Maximum Number of Alloys,"['Array', 'Binary Search']",38.90%,FALSE,Medium
2862, Maximum Element-Sum of a Complete Subset of Indices,"['Array', 'Math', 'Number Theory']",44.40%,FALSE,Hard
2863, Maximum Length of Semi-Decreasing Subarrays,"['Array', 'Stack', 'Sorting', '1+']",70.60%,TRUE,Medium
2864, Maximum Odd Binary Number,"['Math', 'String', 'Greedy']",83.20%,FALSE,Easy
2865, Beautiful Towers I,"['Array', 'Stack', 'Monotonic Stack']",43.80%,FALSE,Medium
2866, Beautiful Towers II,"['Array', 'Stack', 'Monotonic Stack']",35.10%,FALSE,Medium
2867, Count Valid Paths in a Tree,"['Math', 'Dynamic Programming', '3+']",35.70%,FALSE,Hard
2868, The Wording Game,"['Array', 'Math', 'Two Pointers', '3+']",58.80%,TRUE,Hard
2869, Minimum Operations to Collect Elements,"['Array', 'Hash Table', 'Bit Manipulation']",61.00%,FALSE,Easy
2870, Minimum Number of Operations to Make Array Empty,"['Array', 'Hash Table', 'Greedy', '1+']",62.10%,FALSE,Medium
2871, Split Array Into Maximum Number of Subarrays,"['Array', 'Greedy', 'Bit Manipulation']",44.10%,FALSE,Medium
2872, Maximum Number of K-Divisible Components,"['Tree', 'Depth-First Search']",57.40%,FALSE,Hard
2873, Maximum Value of an Ordered Triplet I,['Array'],46.20%,FALSE,Easy
2874, Maximum Value of an Ordered Triplet II,['Array'],41.50%,FALSE,Medium
2875, Minimum Size Subarray in Infinite Array,"['Array', 'Hash Table', 'Sliding Window', '1+']",31.00%,FALSE,Medium
2876, Count Visited Nodes in a Directed Graph,"['Dynamic Programming', 'Graph', '1+']",33.20%,FALSE,Hard
2877, Create a DataFrame from List,[],81.30%,FALSE,Easy
2878, Get the Size of a DataFrame,[],85.10%,FALSE,Easy
2879, Display the First Three Rows,[],93.00%,FALSE,Easy
2880, Select Data,[],79.30%,FALSE,Easy
2881, Create a New Column,[],90.10%,FALSE,Easy
2882, Drop Duplicate Rows,[],85.60%,FALSE,Easy
2883, Drop Missing Data,[],64.10%,FALSE,Easy
2884, Modify Columns,[],92.10%,FALSE,Easy
2885, Rename Columns,[],85.40%,FALSE,Easy
2886, Change Data Type,[],87.30%,FALSE,Easy
2887, Fill Missing Data,[],72.00%,FALSE,Easy
2888, Reshape Data: Concatenate,[],90.60%,FALSE,Easy
2889, Reshape Data: Pivot,[],82.70%,FALSE,Easy
2890, Reshape Data: Melt,[],86.20%,FALSE,Easy
2891, Method Chaining,[],76.40%,FALSE,Easy
2892, Minimizing Array After Replacing Pairs With Their Product,"['Array', 'Dynamic Programming', 'Greedy']",41.00%,TRUE,Medium
2893, Calculate Orders Within Each Interval,['Database'],67.90%,TRUE,Medium
2894, Divisible and Non-divisible Sums Difference,['Math'],89.50%,FALSE,Easy
2895, Minimum Processing Time,"['Array', 'Greedy', 'Sorting']",69.70%,FALSE,Medium
2896, Apply Operations to Make Two Strings Equal,"['String', 'Dynamic Programming']",27.20%,FALSE,Medium
2897, Apply Operations on Array to Maximize Sum of Squares,"['Array', 'Hash Table', 'Greedy', '1+']",46.80%,FALSE,Hard
2898, Maximum Linear Stock Score,"['Array', 'Hash Table']",62.90%,TRUE,Medium
2899, Last Visited Integers,"['Array', 'Simulation']",66.50%,FALSE,Easy
2900, Longest Unequal Adjacent Groups Subsequence I,"['Array', 'String', '2+']",61.70%,FALSE,Easy
2901, Longest Unequal Adjacent Groups Subsequence II,"['Array', 'String', 'Dynamic Programming']",27.50%,FALSE,Medium
2902, Count of Sub-Multisets With Bounded Sum,"['Array', 'Hash Table', '2+']",21.50%,FALSE,Hard
2903, Find Indices With Index and Value Difference I,"['Array', 'Two Pointers']",61.80%,FALSE,Easy
2904, Shortest and Lexicographically Smallest Beautiful String,"['String', 'Sliding Window']",39.60%,FALSE,Medium
2905, Find Indices With Index and Value Difference II,"['Array', 'Two Pointers']",32.20%,FALSE,Medium
2906, Construct Product Matrix,"['Array', 'Matrix', 'Prefix Sum']",30.90%,FALSE,Medium
2907, Maximum Profitable Triplets With Increasing Prices I,"['Array', 'Binary Indexed Tree', 'Segment Tree']",55.90%,TRUE,Medium
2908, Minimum Sum of Mountain Triplets I,['Array'],65.60%,FALSE,Easy
2909, Minimum Sum of Mountain Triplets II,['Array'],54.30%,FALSE,Medium
2910, Minimum Number of Groups to Create a Valid Assignment,"['Array', 'Hash Table', 'Greedy']",25.10%,FALSE,Medium
2911, Minimum Changes to Make K Semi-palindromes,"['Two Pointers', 'String', '1+']",36.70%,FALSE,Hard
2912, Number of Ways to Reach Destination in the Grid,"['Math', 'Dynamic Programming', '1+']",60.20%,TRUE,Hard
2913, Subarrays Distinct Element Sum of Squares I,"['Array', 'Hash Table']",82.90%,FALSE,Easy
2914, Minimum Number of Changes to Make Binary String Beautiful,['String'],60.70%,FALSE,Medium
2915, Length of the Longest Subsequence That Sums to Target,"['Array', 'Dynamic Programming']",36.60%,FALSE,Medium
2916, Subarrays Distinct Element Sum of Squares II,"['Array', 'Dynamic Programming', '2+']",21.60%,FALSE,Hard
2917, Find the K-or of an Array,"['Array', 'Bit Manipulation']",75.00%,FALSE,Easy
2918, Minimum Equal Sum of Two Arrays After Replacing Zeros,"['Array', 'Greedy']",36.00%,FALSE,Medium
2919, Minimum Increment Operations to Make Array Beautiful,"['Array', 'Dynamic Programming']",34.60%,FALSE,Medium
2920, Maximum Points After Collecting Coins From All Nodes,"['Array', 'Dynamic Programming', '3+']",37.10%,FALSE,Hard
2921, Maximum Profitable Triplets With Increasing Prices II,"['Array', 'Binary Indexed Tree', 'Segment Tree']",45.60%,TRUE,Hard
2922, Market Analysis III,['Database'],41.30%,TRUE,Medium
2923, Find Champion I,"['Array', 'Matrix']",73.90%,FALSE,Easy
2924, Find Champion II,['Graph'],58.90%,FALSE,Medium
2925, Maximum Score After Applying Operations on a Tree,"['Dynamic Programming', 'Tree', '1+']",49.60%,FALSE,Medium
2926, Maximum Balanced Subsequence Sum,"['Array', 'Binary Search', '3+']",24.20%,FALSE,Hard
2927, Distribute Candies Among Children III,"['Math', 'Combinatorics']",44.10%,TRUE,Hard
2928, Distribute Candies Among Children I,"['Math', 'Combinatorics', 'Enumeration']",76.50%,FALSE,Easy
2929, Distribute Candies Among Children II,"['Math', 'Combinatorics', 'Enumeration']",35.60%,FALSE,Medium
2930, Number of Strings Which Can Be Rearranged to Contain Substring,"['Math', 'Dynamic Programming', '1+']",56.10%,FALSE,Medium
2931, Maximum Spending After Buying Items,"['Array', 'Greedy', 'Sorting', '2+']",64.80%,FALSE,Hard
2932, Maximum Strong Pair XOR I,"['Array', 'Hash Table', '3+']",76.70%,FALSE,Easy
2933, High-Access Employees,"['Array', 'Hash Table', 'String', '1+']",45.10%,FALSE,Medium
2934, Minimum Operations to Maximize Last Elements in Arrays,"['Array', 'Enumeration']",45.20%,FALSE,Medium
2935, Maximum Strong Pair XOR II,"['Array', 'Hash Table', '3+']",30.70%,FALSE,Hard
2936, Number of Equal Numbers Blocks,"['Array', 'Binary Search', 'Interactive']",64.10%,TRUE,Medium
2937, Make Three Strings Equal,['String'],43.90%,FALSE,Easy
2938, Separate Black and White Balls,"['Two Pointers', 'String', 'Greedy']",64.90%,FALSE,Medium
2939, Maximum Xor Product,"['Math', 'Greedy', 'Bit Manipulation']",26.80%,FALSE,Medium
2940, Find Building Where Alice and Bob Can Meet,"['Array', 'Binary Search', 'Stack', '4+']",35.30%,FALSE,Hard
2941, Maximum GCD-Sum of a Subarray,"['Array', 'Math', 'Binary Search', '1+']",39.90%,TRUE,Hard
2942, Find Words Containing Character,"['Array', 'String']",88.80%,FALSE,Easy
2943, Maximize Area of Square Hole in Grid,"['Array', 'Sorting']",37.20%,FALSE,Medium
2944, Minimum Number of Coins for Fruits,"['Array', 'Dynamic Programming', '3+']",46.90%,FALSE,Medium
2945, Find Maximum Non-decreasing Array Length,"['Array', 'Binary Search', '5+']",16.70%,FALSE,Hard
2946, Matrix Similarity After Cyclic Shifts,"['Array', 'Math', 'Matrix', '1+']",59.00%,FALSE,Easy
2947, Count Beautiful Substrings I,"['Hash Table', 'Math', 'String', '3+']",62.20%,FALSE,Medium
2948, Make Lexicographically Smallest Array by Swapping Elements,"['Array', 'Union Find', 'Sorting']",40.10%,FALSE,Medium
2949, Count Beautiful Substrings II,"['Hash Table', 'Math', 'String', '2+']",25.60%,FALSE,Hard
2950, Number of Divisible Substrings,"['Hash Table', 'String', 'Counting', '1+']",73.40%,TRUE,Medium
2951, Find the Peaks,"['Array', 'Enumeration']",75.90%,FALSE,Easy
2952, Minimum Number of Coins to be Added,"['Array', 'Greedy', 'Sorting']",57.80%,FALSE,Medium
2953, Count Complete Substrings,"['Hash Table', 'String', 'Sliding Window']",28.40%,FALSE,Hard
2954, Count the Number of Infection Sequences,"['Array', 'Math', 'Combinatorics']",36.80%,FALSE,Hard
2955, Number of Same-End Substrings,"['Array', 'Hash Table', 'String', '2+']",60.20%,TRUE,Medium
2956, Find Common Elements Between Two Arrays,"['Array', 'Hash Table']",84.20%,FALSE,Easy
2957, Remove Adjacent Almost-Equal Characters,"['String', 'Dynamic Programming', 'Greedy']",53.10%,FALSE,Medium
2958, Length of Longest Subarray With at Most K Frequency,"['Array', 'Hash Table', 'Sliding Window']",55.90%,FALSE,Medium
2959, Number of Possible Sets of Closing Branches,"['Bit Manipulation', 'Graph', '3+']",51.80%,FALSE,Hard
2960, Count Tested Devices After Test Operations,"['Array', 'Simulation', 'Counting']",80.80%,FALSE,Easy
2961, Double Modular Exponentiation,"['Array', 'Math', 'Simulation']",48.40%,FALSE,Medium
2962, Count Subarrays Where Max Element Appears at Least K Times,"['Array', 'Sliding Window']",58.90%,FALSE,Medium
2963, Count the Number of Good Partitions,"['Array', 'Hash Table', 'Math', '1+']",49.70%,FALSE,Hard
2964, Number of Divisible Triplet Sums,"['Array', 'Hash Table']",64.50%,TRUE,Medium
2965, Find Missing and Repeated Values,"['Array', 'Hash Table', 'Math', '1+']",76.30%,FALSE,Easy
2966, Divide Array Into Arrays With Max Difference,"['Array', 'Greedy', 'Sorting']",71.90%,FALSE,Medium
2967, Minimum Cost to Make Array Equalindromic,"['Array', 'Math', 'Binary Search', '2+']",22.50%,FALSE,Medium
2968, Apply Operations to Maximize Frequency Score,"['Array', 'Binary Search', '3+']",38.30%,FALSE,Hard
2969, Minimum Number of Coins for Fruits II,"['Array', 'Dynamic Programming', '3+']",49.00%,TRUE,Hard
2970, Count the Number of Incremovable Subarrays I,"['Array', 'Two Pointers', 'Binary Search', '1+']",53.20%,FALSE,Easy
2971, Find Polygon With the Largest Perimeter,"['Array', 'Greedy', 'Sorting', '1+']",66.10%,FALSE,Medium
2972, Count the Number of Incremovable Subarrays II,"['Array', 'Two Pointers', 'Binary Search']",41.00%,FALSE,Hard
2973, Find Number of Coins to Place in Tree Nodes,"['Dynamic Programming', 'Tree', '3+']",37.20%,FALSE,Hard
2974, Minimum Number Game,"['Array', 'Sorting', '2+']",86.00%,FALSE,Easy
2975, Maximum Square Area by Removing Fences From a Field,"['Array', 'Hash Table', 'Enumeration']",23.50%,FALSE,Medium
2976, Minimum Cost to Convert String I,"['Array', 'String', 'Graph', '1+']",58.30%,FALSE,Medium
2977, Minimum Cost to Convert String II,"['Array', 'String', '4+']",25.70%,FALSE,Hard
2978, Symmetric Coordinates,['Database'],40.70%,TRUE,Medium
2979, Most Expensive Item That Can Not Be Bought,"['Math', 'Dynamic Programming', '1+']",79.80%,TRUE,Medium
2980, Check if Bitwise OR Has Trailing Zeros,"['Array', 'Bit Manipulation']",71.00%,FALSE,Easy
2981, Find Longest Special Substring That Occurs Thrice I,"['Hash Table', 'String', 'Binary Search', '2+']",45.00%,FALSE,Medium
2982, Find Longest Special Substring That Occurs Thrice II,"['Hash Table', 'String', 'Binary Search', '2+']",34.30%,FALSE,Medium
2983, Palindrome Rearrangement Queries,"['Hash Table', 'String', 'Prefix Sum']",25.90%,FALSE,Hard
2984, Find Peak Calling Hours for Each City,['Database'],60.70%,TRUE,Medium
2985, Calculate Compressed Mean,['Database'],88.10%,TRUE,Easy
2986, Find Third Transaction,['Database'],52.40%,TRUE,Medium
2987, Find Expensive Cities,['Database'],79.70%,TRUE,Easy
2988, Manager of the Largest Department,['Database'],79.50%,TRUE,Medium
2989, Class Performance,['Database'],89.70%,TRUE,Medium
2990, Loan Types,['Database'],63.00%,TRUE,Easy
2991, Top Three Wineries,['Database'],56.00%,TRUE,Hard
2992, Number of Self-Divisible Permutations,"['Array', 'Dynamic Programming', '3+']",71.80%,TRUE,Medium
2993, Friday Purchases I,['Database'],79.10%,TRUE,Medium
2994, Friday Purchases II,['Database'],74.30%,TRUE,Hard
2995, Viewers Turned Streamers,['Database'],43.30%,TRUE,Hard
2996, Smallest Missing Integer Greater Than Sequential Prefix Sum,"['Array', 'Hash Table', 'Sorting']",33.20%,FALSE,Easy
2997, Minimum Number of Operations to Make Array XOR Equal to K,"['Array', 'Bit Manipulation']",86.30%,FALSE,Medium
2998, Minimum Number of Operations to Make X and Y Equal,"['Dynamic Programming', '2+']",47.60%,FALSE,Medium
2999, Count the Number of Powerful Integers,"['Math', 'String', 'Dynamic Programming']",26.90%,FALSE,Hard
3000, Maximum Area of Longest Diagonal Rectangle,['Array'],36.70%,FALSE,Easy
3001, Minimum Moves to Capture The Queen,"['Array', 'Enumeration']",21.20%,FALSE,Medium
3002, Maximum Size of a Set After Removals,"['Array', 'Hash Table', 'Greedy']",46.00%,FALSE,Medium
3003, Maximize the Number of Partitions After Operations,"['String', 'Dynamic Programming', '2+']",28.40%,FALSE,Hard
3004, Maximum Subtree of the Same Color,"['Array', 'Dynamic Programming', '2+']",63.50%,TRUE,Medium
3005, Count Elements With Maximum Frequency,"['Array', 'Hash Table', 'Counting']",78.60%,FALSE,Easy
3006, Find Beautiful Indices in the Given Array I,"['Two Pointers', 'String', 'Binary Search', '3+']",37.10%,FALSE,Medium
3007, Maximum Number That Sum of the Prices Is Less Than or Equal to K,"['Binary Search', '2+']",37.00%,FALSE,Medium
3008, Find Beautiful Indices in the Given Array II,"['Two Pointers', 'String', 'Binary Search', '3+']",25.30%,FALSE,Hard
3009, Maximum Number of Intersections on the Chart,"['Array', 'Math', 'Binary Indexed Tree', '1+']",45.60%,TRUE,Hard
3010, Divide an Array Into Subarrays With Minimum Cost I,"['Array', 'Sorting', 'Enumeration']",66.90%,FALSE,Easy
3011, Find if Array Can Be Sorted,"['Array', 'Bit Manipulation', 'Sorting']",51.90%,FALSE,Medium
3012, Minimize Length of Array Using Operations,"['Array', 'Math', 'Greedy', '1+']",35.40%,FALSE,Medium
3013, Divide an Array Into Subarrays With Minimum Cost II,"['Array', 'Hash Table', 'Sliding Window', '1+']",32.30%,FALSE,Hard
3014, Minimum Number of Pushes to Type Word I,"['Math', 'String', 'Greedy']",66.70%,FALSE,Easy
3015, Count the Number of Houses at a Certain Distance I,"['Breadth-First Search', 'Graph', 'Prefix Sum']",56.90%,FALSE,Medium
3016, Minimum Number of Pushes to Type Word II,"['Hash Table', 'String', 'Greedy', '2+']",80.70%,FALSE,Medium
3017, Count the Number of Houses at a Certain Distance II,"['Graph', 'Prefix Sum']",22.20%,FALSE,Hard
3018, Maximum Number of Removal Queries That Can Be Processed I,"['Array', 'Dynamic Programming']",44.00%,TRUE,Hard
3019, Number of Changing Keys,['String'],81.10%,FALSE,Easy
3020, Find the Maximum Number of Elements in Subset,"['Array', 'Hash Table', 'Enumeration']",26.10%,FALSE,Medium
3021, Alice and Bob Playing Flower Game,['Math'],48.00%,FALSE,Medium
3022, Minimize OR of Remaining Elements Using Operations,"['Array', 'Greedy', 'Bit Manipulation']",33.70%,FALSE,Hard
3023, Find Pattern in Infinite Stream I,"['Array', 'Sliding Window', '3+']",59.40%,TRUE,Medium
3024, Type of Triangle,"['Array', 'Math', 'Sorting']",38.40%,FALSE,Easy
3025, Find the Number of Ways to Place People I,"['Array', 'Math', 'Geometry', '2+']",41.80%,FALSE,Medium
3026, Maximum Good Subarray Sum,"['Array', 'Hash Table', 'Prefix Sum']",19.50%,FALSE,Medium
3027, Find the Number of Ways to Place People II,"['Array', 'Math', 'Geometry', '2+']",48.60%,FALSE,Hard
3028, Ant on the Boundary,"['Array', 'Simulation', 'Prefix Sum']",75.10%,FALSE,Easy
3029, Minimum Time to Revert Word to Initial State I,"['String', 'Rolling Hash', '2+']",41.40%,FALSE,Medium
3030, Find the Grid of Region Average,"['Array', 'Matrix']",44.20%,FALSE,Medium
3031, Minimum Time to Revert Word to Initial State II,"['String', 'Rolling Hash', '2+']",35.80%,FALSE,Hard
3032, Count Numbers With Unique Digits II,"['Hash Table', 'Math', '1+']",87.20%,TRUE,Easy
3033, Modify the Matrix,"['Array', 'Matrix']",68.80%,FALSE,Easy
3034, Number of Subarrays That Match a Pattern I,"['Array', 'Rolling Hash', '2+']",67.30%,FALSE,Medium
3035, Maximum Palindromes After Operations,"['Array', 'Hash Table', 'String', '3+']",43.10%,FALSE,Medium
3036, Number of Subarrays That Match a Pattern II,"['Array', 'Rolling Hash', '2+']",33.00%,FALSE,Hard
3037, Find Pattern in Infinite Stream II,"['Array', 'Sliding Window', '3+']",69.60%,TRUE,Hard
3038, Maximum Number of Operations With the Same Score I,"['Array', 'Simulation']",52.50%,FALSE,Easy
3039, Apply Operations to Make String Empty,"['Array', 'Hash Table', 'Sorting', '1+']",57.00%,FALSE,Medium
3040, Maximum Number of Operations With the Same Score II,"['Array', 'Dynamic Programming', '1+']",33.80%,FALSE,Medium
3041, Maximize Consecutive Elements in an Array After Modification,"['Array', 'Dynamic Programming', 'Sorting']",32.60%,FALSE,Hard
3042, Count Prefix and Suffix Pairs I,"['Array', 'String', 'Trie', '3+']",66.10%,FALSE,Easy
3043, Find the Length of the Longest Common Prefix,"['Array', 'Hash Table', 'String', '1+']",56.30%,FALSE,Medium
3044, Most Frequent Prime,"['Array', 'Hash Table', 'Math', '4+']",48.50%,FALSE,Medium
3045, Count Prefix and Suffix Pairs II,"['Array', 'String', 'Trie', '3+']",25.50%,FALSE,Hard
3046, Split the Array,"['Array', 'Hash Table', 'Counting']",59.20%,FALSE,Easy
3047, Find the Largest Area of Square Inside Two Rectangles,"['Array', 'Math', 'Geometry']",45.60%,FALSE,Medium
3048, Earliest Second to Mark Indices I,"['Array', 'Binary Search']",36.60%,FALSE,Medium
3049, Earliest Second to Mark Indices II,"['Array', 'Binary Search', 'Greedy', '1+']",22.90%,FALSE,Hard
3050, Pizza Toppings Cost Analysis,['Database'],66.30%,TRUE,Medium
3051, Find Candidates for Data Scientist Position,['Database'],74.80%,TRUE,Easy
3052, Maximize Items,['Database'],71.70%,TRUE,Hard
